product_id,review_id,title,content,rating,author,time,helpful_count
142140877,15808852,Hài lòng,btttttttt,4,Vũ Tuấn Anh,1649298514,0
142140877,15831555,Cực kì hài lòng,,5,Tuyen Nguyen,1649395396,0
142140877,14462376,Hài lòng,,4,Anh Thu,1642177671,0
101721970,16739371,Cực kì hài lòng,,5,Nguyen Thuy Ngoc,1655430628,0
101721970,13258511,Cực kì hài lòng,,5,Nguyễn Văn Thành,1637113223,0
274871219,20197496,Cực kì hài lòng,Good,5,Nguyễn Văn Tươi,1765557544,0
274871219,20110656,Cực kì hài lòng,,5,tiquitaca Tran,1744632474,0
197500041,20049132,Bình thường,"Mình mua dành cho laptop 13,3 inch, nhưng sp nhận về là loại dành cho all size từ 11-15.6, hơi rộng so với laptop của mình. Chất liệu ổn. Giao hàng nhanh",3,phan minh sang,1734231732,0
197500041,20141697,Hài lòng,"Hàng cầm cảm giá ok. Nhưng chỉ dc bên ngoài, bên trong k chỉn chu, dư chỉ, dư vải.",4,Nguyễn Thế Thế,1751355780,0
197500041,20142634,Cực kì hài lòng,"túi dùng khá ổn, nhẹ và tương đối dễ xài, ngăn phụ hơi nhỏ hơn mình nghĩ",5,Nguyet Tho,1751598113,0
197500041,20141226,Cực kì hài lòng,,5,Ng Quyen,1751218328,0
197500041,20098854,Cực kì hài lòng,,5,Thúy Nguyễn,1742387172,0
197500041,19650669,Cực kì hài lòng,"Ưng ý, màu sắc dịu dàng, bên trong êm, không mùi khó chịu",5,Lê Phương Hân,1700188210,0
197500041,20041604,Cực kì hài lòng,,5,Hưng Phạm,1733148314,0
197500041,17915576,Cực kì hài lòng,"Túi đẹp, lót trong dày, chất liệu tốt, giống hình, tuyệt vời nha shop.",5,Ha quan Lo,1665366103,1
197500041,19595372,Cực kì hài lòng,"Đường may đẹp, chống sốc tốt, vừa vặn với laptop.",5,Phạm Minh Huấn,1697529914,0
197500041,19905003,Cực kì hài lòng,,5,Đinh Quang Huy,1718692866,0
197500041,19876174,Cực kì hài lòng,,5,Nguyễn Thị Hoàng Trang,1715986387,0
197500041,19311340,Bình thường,"Sản phẩm tạm ổn, nói chung là có thể cân nhắc",3,Hung Nguyen,1687254425,0
197500041,19587618,Cực kì hài lòng,,5,Ngô Ngọc Linh,1697196411,0
197500041,18443726,Cực kì hài lòng,,5,Trần Như Ý,1671254616,0
197500041,18162091,Cực kì hài lòng,,5,Võ Thị Phi Nga,1668000667,1
84719996,15795743,Cực kì hài lòng,"Sản phẩm đẹp, Còn chất lượng thì dùng một thời gian mới đánh giá được",5,Trần Bích Liên,1649221533,1
84719996,16675394,Rất không hài lòng,"liên hệ shop để đổi size mà không được,  đt thì không được,  *** thì không ai trả lời",1,Lương Lệ Khánh,1654954148,0
84719996,19214396,Cực kì hài lòng,,5,Phương Thảo,1684592902,1
84719996,17143885,Cực kì hài lòng,,5,Kaori,1658352711,0
84719996,14659577,Cực kì hài lòng,Túi da mềm mầu sắc như hình,5,Kimnganhvnh,1642994088,0
84719996,13179543,Cực kì hài lòng,Mẫu mã đẹp shop gui hàng nhanh👍👍👍,5,Trần Kiệt,1636811911,1
84719996,15856244,Hài lòng,hhhhhj,4,Phạm Ngọc Hiền ,1649556784,0
84719996,16137837,Hài lòng,,4,Danna tran,1651235668,0
84719996,11744419,Cực kì hài lòng,,5,Nguyễn Hồng Lĩnh,1628675417,0
137128040,20163327,Cực kì hài lòng,,5,Khang Nguyễn,1756216735,0
137128040,20081329,Hài lòng,,4,Sun Be,1739509982,0
137128040,17146139,Rất không hài lòng,Hàng rất tệ.bị rách như kiểu chuột cắn,1,Đỗ Văn Thông,1658373973,0
137128040,16567398,Không hài lòng,"Đã là túi chống xốc mà cạnh đáy túi và hông không lót tí chống xốc nào !?biết là ""tiền nào của nấy"" nhưng mua làm gì ""hàng mã""?",2,Quang Tran,1654269497,0
137128040,16593002,Hài lòng,"Giai hàng nhanh đảm vảo. Chất liệu vải thô, cứng, bên trong lẫn bên ngoài, nhìn độ bền chắc không tốt lắm",4,Nguyen hoang thanh,1654479435,0
137128040,16651991,Bình thường,Mua đc tặng kèm móc khoá mà không thấy tặng móc khoá không biết do shop quên hay như nào ạ,3,triu nguyn,1654786184,0
137128040,14464990,Không hài lòng,"Giao sai màu, đặt màu xanh, giao màu xám
Đặt size 14 inch, giao size lớn quá",2,Bui Van Manh,1642209576,3
137128040,18181432,Hài lòng,,4,Thanh Ngo,1668173376,0
137128040,18103413,Cực kì hài lòng,,5,Minh Dũng,1667307479,0
137128040,16101746,Cực kì hài lòng,Đẹp so với giá. Bền ko chưa biết.,5,Bùi Minh Ngọc,1650980156,0
137128040,14009003,Cực kì hài lòng,"giá rẻ bất ngờ chất lượng ok, nhét vừa cốp xe AB rất ổn",5,ＤＡＮＧ DUC KHOE,1640188706,2
137128040,17193875,Hài lòng,Đẹp,4,Lương Huy Hùng,1658718996,0
137128040,16917523,Cực kì hài lòng,,5,Nguyễn Anh Vũ,1656769307,0
137128040,16130558,Hài lòng,,4,LE THANH SON,1651195596,0
137128040,15260495,Cực kì hài lòng,G,5,Cao Thị Huyền Trang,1646409114,0
137128040,13836208,Cực kì hài lòng,,5,Tài khoản Zalo,1639537324,1
275405848,20186613,Cực kì hài lòng,,5,Ta Van Thang,1761902044,0
275405848,20105678,Cực kì hài lòng,"Màu đẹp, chất liệu rất ok",5,Nguyễn Thị Trúc Trinh,1743678762,0
275405848,20139386,Cực kì hài lòng,,5,Nguyen Tran Thai Binh,1750738374,0
275405848,20139057,Cực kì hài lòng,,5,Phạm Hồng Ngọc,1750648767,0
275405848,19967139,Cực kì hài lòng,sp rất đẹp giá cả hợp lý,5,Đinh phương,1724948847,0
275405848,20092832,Hài lòng,,4,Hoàng Phương,1741407714,0
275405848,20078746,Cực kì hài lòng,,5,Vũ Bảo,1739116428,0
275405848,20037592,Cực kì hài lòng,,5,LE THANH TAN,1732593597,0
275405848,20029384,Cực kì hài lòng,,5,Thanh Hoang,1731415634,0
275405848,20029385,Cực kì hài lòng,,5,Thanh Hoang,1731415641,0
275405848,19998461,Cực kì hài lòng,,5,Hoang Duc Tam,1728220583,0
69443039,13862916,Cực kì hài lòng,Túi cực xinh và rất giống mô tả sản phẩm. Miếng lót bên trong dày dặn. Lúc đầu mua cũng hồi hộp nhưng khi nhận hàng thì rất hài lòng. Sẽ mua ủng hộ shop thêm 1 túi nữa,5,Nguyen Thi Thu Ha,1639627621,0
69443039,15922020,Cực kì hài lòng,,5,Tran Thi Thuy,1649934493,0
69443039,14372056,Hài lòng,,4,Thi Kieu,1641831170,0
69443039,12955030,Cực kì hài lòng,Tốt,5,Trần Thị Phương,1635751585,0
69443039,13159992,Cực kì hài lòng,,5,Tran Duong,1636765161,0
69443039,11334106,Cực kì hài lòng,sp như hình,5,Giang Chau Huyen Huyen Ton Nu,1626791933,0
69443039,11123937,Cực kì hài lòng,,5,Tâm Nguyễn,1626149756,0
275401052,20011690,Cực kì hài lòng,"Túi vừa khít laptop Asus gaming của mình luôn. Chống ổn nhưng hạn chế để rớt.
Tiki gói hàng kỹ quá, ngồi bóc mỏi tay =)))",5,Phạm Khang,1729504025,1
275401052,20153276,Cực kì hài lòng,"Túi chất lượng ổn, lớp lông mềm",5,Yuki Ko,1753978282,1
275401052,20090126,Không hài lòng,"Túi đẹp, ổn giá phải chăng nhưng thái độ nhân viên giao hàng hơi tệ",2,Đỗ Thùy Yên,1740968651,0
275401052,20191429,Hài lòng,,4,Đào Trọng Hoàng Vân,1763385360,0
275401052,20143659,Hài lòng,"Hơi mỏng, dùng tạm được",4,Danh Minh Hiếu ,1751851164,0
275401052,20178387,Hài lòng,,4,Nguyen Hai Nam,1759838839,0
275401052,20139275,Cực kì hài lòng,,5,Đạt Hí,1750698170,0
275401052,20110073,Cực kì hài lòng,,5,Phan Thành Đạt,1744522639,0
275401052,20109282,Cực kì hài lòng,,5,hứa đức duy,1744356856,0
275401052,20105971,Cực kì hài lòng,,5,Trần Minh  Thi,1743743715,0
275401052,20097277,Cực kì hài lòng,Tốt,5,Thu Huong,1742125493,0
275401052,20105545,Cực kì hài lòng,,5,nguyễn hồng hạnh,1743655970,0
275401052,20095511,Cực kì hài lòng,,5,Phạm Lê Đức Mạnh,1741841947,0
275401052,20061398,Cực kì hài lòng,,5,Phan Thành Đạt,1736142632,0
275401052,19965931,Cực kì hài lòng,"đúng mô tả, đúng hẹn",5,Nguyen Thai Ngoc,1724833849,0
275401052,20042853,Cực kì hài lòng,,5,Apple User,1733330180,0
275401052,20037053,Cực kì hài lòng,,5,Mon Nguyen,1732507830,0
275401052,20035970,Cực kì hài lòng,,5,Nguyễn Thành,1732330505,0
275401052,20028192,Cực kì hài lòng,,5,Bai Ruo Jun,1731299738,0
275401052,20026807,Cực kì hài lòng,,5,bui duy quoc thang,1731132788,0
273674035,20132115,Cực kì hài lòng,"Rất đẹp, vừa khít máy mình lại nhỏ gọn, nên mua cho shop 10 sao",5,Hằng Bùi,1749171248,0
142140877,20019656,Rất không hài lòng,Không trả lời tin nhắn của khách. Dịch vụ cskh quá tệ,1,Đạt Nguyễn Văn Tiến,1730261340,0
142140877,17519192,Rất không hài lòng,Không lên mua nhé cả nhà được cái chụp ảnh đẹp mẫu mã bên ngoài thì xấu và k đẹp dc như mô tả nói chung thất vọng đường chỉ may lởm chởm,1,Giang Linh,1661430113,1
142140877,19964353,Cực kì hài lòng,,5,Nguyễn Thị Mỹ Linh,1724676938,0
142140877,19341823,Rất không hài lòng,Hàng không giống quảng cáo. Quá xấu và rất lởm. Quai túi thì 1 bên dài 1 bên ngắn.,1,Nguyen Thi Thu Thanh,1688210336,0
142140877,18291017,Cực kì hài lòng,,5,Nguyễn Thanh ,1669440619,0
142140877,18162113,Cực kì hài lòng,,5,Phan ngọc Diệu Quyên,1668000765,0
142140877,15734231,Rất không hài lòng,Chất lượng kém. Không giống ảnh mô tat,1,Đỗ Xuân Tuyến,1648886003,0
142140877,13977811,Cực kì hài lòng,"giao hàng nhanh, đúng mẫu mã đã đặt hàng",5,Trương Thanh Tài,1640079733,0
142140877,15323164,Bình thường,Khác so vs hình. Giao nhanh,3,TRẦN TOÀN,1646753055,0
142140877,15704140,Cực kì hài lòng,Sản phẩm đẹp,5,Hiệp Nguyễn,1648740818,0
142140877,15808852,Hài lòng,btttttttt,4,Vũ Tuấn Anh,1649298514,0
142140877,15831555,Cực kì hài lòng,,5,Tuyen Nguyen,1649395396,0
142140877,14462376,Hài lòng,,4,Anh Thu,1642177671,0
101721970,16739371,Cực kì hài lòng,,5,Nguyen Thuy Ngoc,1655430628,0
101721970,13258511,Cực kì hài lòng,,5,Nguyễn Văn Thành,1637113223,0
274871219,20197496,Cực kì hài lòng,Good,5,Nguyễn Văn Tươi,1765557544,0
274871219,20110656,Cực kì hài lòng,,5,tiquitaca Tran,1744632474,0
197500041,20049132,Bình thường,"Mình mua dành cho laptop 13,3 inch, nhưng sp nhận về là loại dành cho all size từ 11-15.6, hơi rộng so với laptop của mình. Chất liệu ổn. Giao hàng nhanh",3,phan minh sang,1734231732,0
197500041,20141697,Hài lòng,"Hàng cầm cảm giá ok. Nhưng chỉ dc bên ngoài, bên trong k chỉn chu, dư chỉ, dư vải.",4,Nguyễn Thế Thế,1751355780,0
197500041,20142634,Cực kì hài lòng,"túi dùng khá ổn, nhẹ và tương đối dễ xài, ngăn phụ hơi nhỏ hơn mình nghĩ",5,Nguyet Tho,1751598113,0
197500041,20141226,Cực kì hài lòng,,5,Ng Quyen,1751218328,0
197500041,20098854,Cực kì hài lòng,,5,Thúy Nguyễn,1742387172,0
197500041,19650669,Cực kì hài lòng,"Ưng ý, màu sắc dịu dàng, bên trong êm, không mùi khó chịu",5,Lê Phương Hân,1700188210,0
197500041,20041604,Cực kì hài lòng,,5,Hưng Phạm,1733148314,0
197500041,17915576,Cực kì hài lòng,"Túi đẹp, lót trong dày, chất liệu tốt, giống hình, tuyệt vời nha shop.",5,Ha quan Lo,1665366103,1
197500041,19595372,Cực kì hài lòng,"Đường may đẹp, chống sốc tốt, vừa vặn với laptop.",5,Phạm Minh Huấn,1697529914,0
197500041,19905003,Cực kì hài lòng,,5,Đinh Quang Huy,1718692866,0
197500041,19876174,Cực kì hài lòng,,5,Nguyễn Thị Hoàng Trang,1715986387,0
197500041,19311340,Bình thường,"Sản phẩm tạm ổn, nói chung là có thể cân nhắc",3,Hung Nguyen,1687254425,0
197500041,19587618,Cực kì hài lòng,,5,Ngô Ngọc Linh,1697196411,0
197500041,18443726,Cực kì hài lòng,,5,Trần Như Ý,1671254616,0
197500041,18162091,Cực kì hài lòng,,5,Võ Thị Phi Nga,1668000667,1
84719996,15795743,Cực kì hài lòng,"Sản phẩm đẹp, Còn chất lượng thì dùng một thời gian mới đánh giá được",5,Trần Bích Liên,1649221533,1
84719996,16675394,Rất không hài lòng,"liên hệ shop để đổi size mà không được,  đt thì không được,  *** thì không ai trả lời",1,Lương Lệ Khánh,1654954148,0
84719996,19214396,Cực kì hài lòng,,5,Phương Thảo,1684592902,1
84719996,17143885,Cực kì hài lòng,,5,Kaori,1658352711,0
84719996,14659577,Cực kì hài lòng,Túi da mềm mầu sắc như hình,5,Kimnganhvnh,1642994088,0
84719996,13179543,Cực kì hài lòng,Mẫu mã đẹp shop gui hàng nhanh👍👍👍,5,Trần Kiệt,1636811911,1
84719996,15856244,Hài lòng,hhhhhj,4,Phạm Ngọc Hiền ,1649556784,0
84719996,16137837,Hài lòng,,4,Danna tran,1651235668,0
84719996,11744419,Cực kì hài lòng,,5,Nguyễn Hồng Lĩnh,1628675417,0
137527486,20141769,Hài lòng,,4,như chứa,1751363866,0
137527486,20090304,Cực kì hài lòng,,5,Nguyễn Kim,1740983327,0
137527486,16665476,Hài lòng,"Giao hàng khá nhanh dù shop ở tận ngoài Bắc, túi khá  chắc chắn, dày dặn
Nói chung mức giá này với sản phẩm này là khá ổn",5,Nguyễn Thị Lan,1654875490,0
137527486,19689035,Cực kì hài lòng,Pk,5,Phương Nhật,1703085125,0
137527486,15248819,Cực kì hài lòng,"- Sản phẩm chất lượng, màu ở ngoài đẹp.
- Shop đóng gói đẹp với cẩn thận.
- Shipper giao hàng nhanh hơn thời gian dự kiến.",5,Võ Hoàng Anh,1646365865,0
137527486,19077967,Rất không hài lòng,hàng quá tệ. không xứng đáng với số tiền bỏ ra. vô cùng thất vọng.,1,Tran Thi Thu Huong,1681187173,1
137527486,19771696,Cực kì hài lòng,,5,trần mỹ hương,1708179684,0
137527486,19744118,Cực kì hài lòng,Đẹp,5,Trần minh nghĩa,1706144390,0
137527486,17235619,Cực kì hài lòng,"Cặp đẹp, kích cỡ giống mô tả, giá tốt chỉ 99k",5,Tung Tung,1659065310,0
137527486,19418367,Hài lòng,Kiểu dáng còn khá cồng kềnh,4,Thai Binh Vuong,1690621524,0
137527486,19652561,Cực kì hài lòng,,5,Quang Minh,1700298241,0
137527486,19572387,Hài lòng,tui dep,4,thy thy,1696570820,0
137527486,15961070,Cực kì hài lòng,"Rẻ , gọn , nhẹ , chắc chắn , thơm 
Cảm ơn shop tặng cái móc khoá rất dễ thương !",5,Đức Phạm,1650169634,0
137527486,17312645,Không hài lòng,May đường chỉ quá xấu. Mua lần đầu cũng như lần cuối cho 2 sao là lắm rồi.,2,PHAN VAN MINH ,1659715164,0
137527486,19363572,Hài lòng,,4,Bùi Hiếu,1688892054,0
137527486,19341948,Hài lòng,,4,phạm quốc tuấn,1688215070,0
137527486,19223512,Cực kì hài lòng,,5,Trung Hau,1684857336,0
137527486,16614059,Không hài lòng,Túi chống sốc mà các cạnh viền chẳng có tí mouse chống va đập gì hết !!!,2,Quang Tran,1654601551,2
137527486,19097657,Hài lòng,,4,Nguyễn Vân Anh,1681632108,0
137527486,19082934,Cực kì hài lòng,,5,joly quỳnh ,1681291705,0
